メインコントローラ,MC-N0190,電源電圧,AC100V,消費電流,0.8A以下本体約5.4Kg+取付板約1.2Kg+公衆回線用質|回線ユニット約120g(バッテリー含まず),材質,鋼板1.2t,形状,露出型(JIS大型四角アウトレットボックス深型),備考,公衆回線用回線ユニット(LC-U0020)内蔵
鍵管理ボックス（120戸）,KB-X0670,質量,15kg,材質,メラミン樹脂焼付塗装,塗色,ライトグレー,形状,露出型
電源アダプター,AC-A0480,電源電圧,AC100V,出力電圧,DC24V,出力電流,1A,形状,据置壁取付両用形,材質,自己消火性ABS樹脂
カメラ付ロビーインターホン,MS-L1370トク,電源電圧,DC24V(コントロールユニットまたは電源アダプターAC-A0480から供給),質量,約3.0kg,形状,壁埋込型(専用埋込ポックス),材質,本体:自己消火性樹脂/パネル:ステンレス(シルバー),カメラ,1/4型カラーCMOS,備考,防まつ形(JISC0920IPX4相当)ただし、直射日光や強い紫外線の当たる場所への設置は避けることトク・カラーSUSパネル(選択色制限あり)
壁取付具,MN-T2170,質量,約36g,材質,自己消火性PC+ABS樹脂(UL94V-0),形状,屋外壁面露出設置
マグネットセンサー（防水加工）,MG-TO130,質量,スイッチ:10gマグネット:9g,材質,スイッチ:ABS樹脂マグネット:鉄コバルトニッケル合金,塗色（スイッチ）,SPM-0090:グレーMG-T0060:アイボリーMG-T0070:ライトグレーMG-T0080:ブラウンMG-T0130:ブラック,塗色（マグネット）,SPM-0092:メタリックシルバーその他は、スイッチと同色,形状,露出型
デュアル無線通信アダプター,LC-A2830,電源電圧,DC12V,消費電流,0.18A以下,質量,約391g,材質,PC/ABS樹脂(UL94-VO),塗色,グレー
映像増幅器,AM-PO150,電源電圧,AC100V50/60Hz,消費電力,最大4W,質量,1.0kg,形状,壁取付型(JIS3個用スイッチボックス+セパレーター),材質,自己消火性樹脂
マグネットセンサー,SPM-0070,質量,スイッチ:27gマグネット:28g,材質,ABS樹脂,塗色,グレー
B|非常解錠ボタン（ブザー付）,VX-KB24,入力電圧,DC12V(PS-12Aから供給),材質,ステンレス,形状,埋込型:JIS2個用スイッチボックス,備考,ロック式押しボタン、警報ブザー内蔵
カメラ付セキュリティインターホン子機,MS-D1220,電源電圧,セキュリティインターホン親機より供給,質量,約180g,材質,自己消火性PC+ABS樹脂(UL94V-0),備考,防塵・防まつ形(JISC0920IPX54相当)
漏水センサー,RS-A,電源電圧,ACまたはDC5~24V,形状,床面設置形,備考,センサ点検口必要
2方向アダプター,特注品,電源電圧,AC100V50/60Hz,材質,自己消火性ABS樹脂,形状,壁取付形(JIS3個用スイッチボックスセパレーター付),質量,約1.3Kg
パワーユニット,PO-W0100,電源電圧,AC100V,出力電圧,DC12V,消費電流,0.2A以下,質量,0.9kg,材質,ABS樹脂,塗色,ライトグレー,形状,露出型,備考,AC100Vの入力をDC12Vに変換する
インフラレッドセンサー,PI-S0630,電源電圧,リチウム電池(電池寿命12年),消費電力,最大0.72W,質量,132g,材質,ABS樹脂,形状,ホワイト,備考,スポット警戒型空間センサー
住戸用セキュリティインターホン親機,MS-P1400,電源電圧,AC100V50/60Hz,消費電力,待受時6W最大17W,形状,壁埋込型(専用ボックス),質量,約822g,材質,自己消火性樹脂,備考,住戸用自動火災報知設備対応品7型TFT液晶ディスプレー(タッチパネル)
カメラ付セキュリティインターホン子機＋パネル,MS-D1220+MS-D1240,電源電圧,セキュリティインターホン親機より供給,質量,約235g,形状,壁埋込型(JIS3個用スイッチボックス),材質,自己消火性樹脂,備考,防塵・防まつ形(JISC0920IP54相当)
増設スピーカー,SP-K0230,電源電圧,インターホン親機から供給,形状,露出形(JIS1個用スイッチボックス),材質,ABS樹脂,質量,約140g
キーボックス,KB-X0010,入力電圧,DC24V(メインコントローラから供給),消費電力,最大36W,質量,約3.8Kg,材質,SPCC(冷間圧延鋼板),塗色,シルバーメタリック,形状,露出型(露出ボックス)埋込型(JIS4個用スイッチボックス)
リレーボックス,RL-YO210,電源電圧,DC12V(パワーユニットから供給),消費電流,150mA以下,質量,約260g,材質,難燃性ABS樹脂,塗色,グレー(マンセルN7.5相当色),形状,露出型
カメラ無し管理人室インターホン,MS-P1460,電源電圧,DC24V(CNUまたは電源アダプターから供給),色調,スノーホワイト(5Y9.3/0.1近似マンセル値),質量,約1.2Kg,材質,自己消火性ABS樹脂
住戸モニターアダプタ,AD-P0810,形状,壁取付型(JIS1個用スイッチボックス),材質,自己消火性樹脂,備考,管理人室インターホン1台につき1台設置1通話路・映像路用
高感度用マグネットセンサー（埋込型）,MG-T0320,材質,ABS樹脂,形状,埋込型(専用取付金具が必要)
セキュリティインターホン親機専用埋込ボックス（横型）,材質,硬質PVC,色調,黒,質量,約650g,備考,RC固定用補助材付属
コントロールユニット（4出力）,CN-U0710,電源電圧,AC100V50/60Hz,形状,壁取付型(JIS3個用スイッチボックス+セパレーター),消費電力,待受時51W最大88W,質量,#93.8kg,材質,自己消火性樹脂
電源アダプタ,PS-12A,電源電圧,AC100V,出力電圧,DC12V,消費電力,最大250W,材質,鋼板,形状,壁掛型(専用金具)/据置型
カメラ付ロビーインターホン,MS-L1370トク,電源電圧,DC24V(コントロールユニットまたは電源アダプターAC-A0480から供給),質量,約3.0kg,形状,壁埋込型(専用埋込ボックス),材質,本体:自己消火性樹脂/パネル:ステンレス(シルバー),カメラ,1/4型カラーCMOS,備考,防まつ形(JISC0920IPX4相当)ただし、直射日光や強い紫外線の当たる場所への設置は避けることトク・カラーSUSパネル(選択色制限あり)
住戸モニターアダプター（カセット）,AD-P1150,形状,カセット式,材質,自己消火性樹脂,質量,約37g,色調,テンパームブラック(N1近似マンセル値)
マグネットセンサー（露出型）,MG-TO130,材質,スイッチ:ABS樹脂マグネット鉄コバルト・ニッケル合金,塗色（スイッチ）,SPM-0090:グレーMG-T0060:アイボリーMG-T0070:ライトグレーMG-T0080:ブラウンMG-T0130:ブラック,塗色（マグネット）,SPM-0092メタリックシルバーその他は、スイッチと同色,形状,露出型
セキュリティインターホン親機専用埋込ボックス（横型）,材質,硬質PVC,色調,黒,質量,約570g
ロビーインターホン用埋込ボックス,(商品コード:4361000),材質,鋼板,塗装,黒電着塗装
マグネットセンサー（露出型）取付参考例
